AL,35647,05
AL,35648,05
AL,35649,05
AL,35650,04
AL,35651,04
AL,35652,05
AL,35653,04
AL,35654,04
AL,35660,04
AL,35661,04
AL,35670,05
AL,35671,05
AL,35672,04
AL,35673,04
AL,35673,05
AL,35674,04
AL,35677,05
AL,35739,05
AL,35740,05
AL,35741,05
AL,35744,05
AL,35745,05
AL,35746,05
AL,35747,04
AL,35748,05
AL,35749,05
AL,35750,05
AL,35751,05
AL,35752,05
AL,35754,04
AL,35754,05
AL,35755,04
AL,35755,05
AL,35756,05
AL,35757,05
AL,35758,05
AL,35759,05
AL,35760,04
AL,35760,05
AL,35761,05
AL,35763,05
AL,35764,05
AL,35765,04
AL,35765,05
AL,35766,05
AL,35768,05
AL,35769,04
AL,35769,05
AL,35771,04
AL,35771,05
AL,35772,05
AL,35773,05
AL,35774,05
AL,35775,05
AL,35776,04
AL,35776,05
AL,35801,05
AL,35802,05
AL,35803,05
AL,35805,05
AL,35806,05
AL,35808,05
AL,35810,05
AL,35811,05
AL,35816,05
AL,35824,05
AL,35896,05
AL,35901,03
AL,35901,04
AL,35903,03
AL,35903,04
AL,35904,04
AL,35905,03
AL,35905,04
AL,35906,04
AL,35907,04
AL,35950,04
AL,35951,04
AL,35952,04
AL,35952,06
AL,35953,03
AL,35954,04
AL,35956,04
AL,35957,04
AL,35958,05
AL,35959,03
AL,35960,03
AL,35961,03
AL,35961,04
AL,35962,04
AL,35963,04
AL,35966,04
AL,35966,05
AL,35967,03
AL,35967,04
AL,35968,04
AL,35971,04
AL,35972,03
AL,35972,04
AL,35973,03
AL,35973,04
AL,35974,04
AL,35975,04
AL,35976,04
AL,35978,04
AL,35978,05
AL,35979,04
AL,35979,05
AL,35980,04
AL,35980,06
AL,35981,04
AL,35983,03
AL,35984,04
AL,35986,04
AL,35987,03
AL,35988,04
AL,35989,04
AL,35990,04
AL,36003,02
AL,36005,02
AL,36006,02
AL,36006,06
AL,36009,02
AL,36010,02
AL,36013,03
AL,36016,02
AL,36017,02
AL,36020,02
AL,36022,02
AL,36024,02
AL,36025,02
AL,36026,02
AL,36026,06
AL,36027,02
AL,36027,03
AL,36028,02
AL,36029,02
AL,36029,03
AL,36030,02
AL,36031,03
AL,36032,02
AL,36032,07
AL,36033,01
AL,36033,02
AL,36034,02
AL,36035,02
AL,36036,02
AL,36037,02
AL,36038,02
AL,36039,03
AL,36040,07
AL,36041,02
AL,36042,02
AL,36043,02
AL,36043,07
AL,36046,02
AL,36047,02
AL,36047,07
AL,36048,02
AL,36049,02
AL,36051,02
AL,36051,06
AL,36052,02
AL,36052,03
AL,36053,02
AL,36054,02
AL,36064,02
AL,36064,03
AL,36066,02
AL,36067,02
AL,36069,02
AL,36071,02
AL,36075,03
AL,36078,02
AL,36078,03
AL,36079,02
AL,36080,02
AL,36080,06
AL,36081,02
AL,36082,02
AL,36083,03
AL,36088,03
AL,36089,02
AL,36089,03
AL,36091,02
AL,36091,06
AL,36092,02
AL,36093,02
AL,36104,02
AL,36104,07
AL,36105,02
AL,36105,07
AL,36106,02
AL,36106,07
AL,36107,02
AL,36108,02
AL,36108,07
AL,36109,02
AL,36110,02
AL,36111,02
AL,36112,02
AL,36113,02
AL,36113,07
AL,36115,02
AL,36116,02
AL,36116,03
AL,36116,07
AL,36117,02
AL,36117,03
AL,36201,03
AL,36203,03
AL,36205,03
AL,36206,03
AL,36207,03
AL,36250,03
AL,36251,03
AL,36255,03
AL,36256,03
AL,36258,03
AL,36260,03
AL,36262,03
AL,36263,03
AL,36264,03
AL,36265,03
AL,36266,03
AL,36267,03
AL,36268,03
AL,36269,03
AL,36271,03
AL,36272,03
AL,36272,04
AL,36273,03
AL,36274,03
AL,36276,03
AL,36277,03
AL,36278,03
AL,36279,03
AL,36280,03
AL,36301,02
AL,36303,02
AL,36305,02
AL,36310,02
AL,36311,02
AL,36312,02
AL,36313,02
AL,36314,02
AL,36316,02
AL,36317,02
AL,36318,02
AL,36319,02
AL,36320,02
AL,36321,02
AL,36322,02
AL,36323,02
AL,36330,02
AL,36340,02
AL,36343,02
AL,36344,02
AL,36345,02
AL,36346,02
AL,36350,02
AL,36351,02
AL,36352,02
AL,36353,02
AL,36360,02
AL,36362,02
AL,36370,02
AL,36371,02
AL,36373,02
AL,36374,02
AL,36375,02
AL,36376,02
AL,36401,01
AL,36401,02
AL,36420,01
AL,36420,02
AL,36421,02
AL,36425,01
AL,36426,01
AL,36426,02
AL,36432,01
AL,36432,02
AL,36435,07
AL,36436,07
AL,36439,01
AL,36441,01
AL,36442,02
AL,36444,01
AL,36445,01
AL,36446,07
AL,36451,01
AL,36451,07
AL,36453,02
AL,36454,02
AL,36455,02
AL,36456,02
AL,36460,01
AL,36460,02
AL,36467,02
AL,36470,01
AL,36471,01
AL,36471,02
AL,36473,02
AL,36474,02
AL,36475,01
AL,36475,02
AL,36476,02
AL,36477,02
AL,36480,01
AL,36481,01
AL,36481,07
AL,36482,01
AL,36482,07
AL,36483,01
AL,36483,02
AL,36502,01
AL,36502,02
AL,36505,01
AL,36507,01
AL,36509,01
AL,36511,01
AL,36512,01
AL,36513,01
AL,36518,01
AL,36521,01
AL,36522,01
AL,36523,01
AL,36524,07
AL,36525,01
AL,36526,01
AL,36527,01
AL,36528,01
AL,36529,01
AL,36530,01
AL,36532,01
AL,36535,01
AL,36538,01
AL,36539,01
AL,36540,07
AL,36541,01
AL,36542,01
AL,36543,01
AL,36544,01
AL,36545,01
AL,36545,07
AL,36548,01
AL,36549,01
AL,36550,01
AL,36551,01
AL,36553,01
AL,36555,01
AL,36556,01
AL,36558,01
AL,36558,07
AL,36559,01
AL,36560,01
AL,36561,01
AL,36562,01
AL,36564,01
AL,36567,01
AL,36568,01
AL,36569,01
AL,36571,01
AL,36572,01
AL,36574,01
AL,36575,01
AL,36576,01
AL,36578,01
AL,36579,01
AL,36580,01
AL,36581,01
AL,36582,01
AL,36583,01
AL,36584,01
AL,36585,01
AL,36587,01
AL,36590,01
AL,36602,01
AL,36603,01
AL,36604,01
AL,36605,01
AL,36606,01
AL,36607,01
AL,36608,01
AL,36609,01
AL,36610,01
AL,36611,01
AL,36612,01
AL,36613,01
AL,36615,01
AL,36616,01
AL,36617,01
AL,36618,01
AL,36619,01
AL,36688,01
AL,36693,01
AL,36695,01
AL,36701,07
AL,36703,02
AL,36703,07
AL,36720,07
AL,36722,07
AL,36723,07
AL,36726,07
AL,36727,07
AL,36728,07
AL,36732,07
AL,36736,07
AL,36738,07
AL,36740,07
AL,36742,07
AL,36744,07
AL,36748,07
AL,36749,02
AL,36749,07
AL,36750,06
AL,36751,01
AL,36751,07
AL,36752,07
AL,36753,01
AL,36753,07
AL,36754,07
AL,36756,07
AL,36758,02
AL,36758,06
AL,36758,07
AL,36759,07
AL,36761,07
AL,36763,07
AL,36765,07
AL,36766,07
AL,36767,07
AL,36768,01
AL,36768,07
AL,36769,07
AL,36773,07
AL,36775,07
AL,36776,07
AL,36782,07
AL,36783,07
AL,36784,07
AL,36785,07
AL,36786,07
AL,36790,06
AL,36792,06
AL,36793,06
AL,36793,07
AL,36801,03
AL,36804,03
AL,36830,03
AL,36832,03
AL,36849,03
AL,36850,03
AL,36852,03
AL,36853,03
AL,36854,03
AL,36855,03
AL,36856,03
AL,36858,03
AL,36859,03
AL,36860,02
AL,36860,03
AL,36861,03
AL,36862,03
AL,36863,03
AL,36865,03
AL,36866,03
AL,36867,03
AL,36869,03
AL,36870,03
AL,36871,03
AL,36874,03
AL,36875,03
AL,36877,03
AL,36879,03
AL,36901,07
AL,36904,07
AL,36907,07
AL,36908,07
AL,36910,07
AL,36912,07
AL,36913,07
AL,36915,07
AL,36916,07
AL,36919,01
AL,36919,07
AL,36921,07
AL,36922,07
AL,36925,07
AL,38852,04
AZ,84531,01
AZ,84536,01
AZ,85003,07
AZ,85004,07
AZ,85006,07
AZ,85007,07
AZ,85008,07
AZ,85008,09
AZ,85009,07
AZ,85012,07
AZ,85012,09
AZ,85013,07
AZ,85013,09
AZ,85014,07
AZ,85014,09
AZ,85015,07
AZ,85016,06
AZ,85016,07
AZ,85016,09
AZ,85017,07
AZ,85018,06
AZ,85018,07
AZ,85018,09
AZ,85019,07
AZ,85020,06
AZ,85020,09
AZ,85021,06
AZ,85021,07
AZ,85021,09
AZ,85022,06
AZ,85023,06
AZ,85024,06
AZ,85027,06
AZ,85028,06
AZ,85029,06
AZ,85031,07
AZ,85032,06
AZ,85033,03
AZ,85033,07
AZ,85034,07
AZ,85034,09
AZ,85035,07
AZ,85037,03
AZ,85037,07
AZ,85037,08
AZ,85040,07
AZ,85040,09
AZ,85041,07
AZ,85042,07
AZ,85043,03
AZ,85043,07
AZ,85044,07
AZ,85044,09
AZ,85045,09
AZ,85048,07
AZ,85048,09
AZ,85050,06
AZ,85051,06
AZ,85051,07
AZ,85051,09
AZ,85053,06
AZ,85054,06
AZ,85083,06
AZ,85083,08
AZ,85085,06
AZ,85085,08
AZ,85086,06
AZ,85086,08
AZ,85087,04
AZ,85087,06
AZ,85087,08
AZ,85118,04
AZ,85119,04
AZ,85120,04
AZ,85120,05
AZ,85121,01
AZ,85122,01
AZ,85123,01
AZ,85123,03
AZ,85128,01
AZ,85128,04
AZ,85131,01
AZ,85132,01
AZ,85132,04
AZ,85135,01
AZ,85137,01
AZ,85137,04
AZ,85138,01
AZ,85139,01
AZ,85139,03
AZ,85140,04
AZ,85141,01
AZ,85142,04
AZ,85142,05
AZ,85143,04
AZ,85145,01
AZ,85147,01
AZ,85172,01
AZ,85173,01
AZ,85173,04
AZ,85192,01
AZ,85193,01
AZ,85193,03
AZ,85194,01
AZ,85201,05
AZ,85201,06
AZ,85201,09
AZ,85202,09
AZ,85203,05
AZ,85203,06
AZ,85203,09
AZ,85204,05
AZ,85204,09
AZ,85205,05
AZ,85206,05
AZ,85207,04
AZ,85207,05
AZ,85208,05
AZ,85209,05
AZ,85210,05
AZ,85210,09
AZ,85212,05
AZ,85213,05
AZ,85215,04
AZ,85215,05
AZ,85215,06
AZ,85224,05
AZ,85224,09
AZ,85225,05
AZ,85225,09
AZ,85226,01
AZ,85226,09
AZ,85233,05
AZ,85233,09
AZ,85234,05
AZ,85248,01
AZ,85248,05
AZ,85249,05
AZ,85250,06
AZ,85251,06
AZ,85251,09
AZ,85253,06
AZ,85253,09
AZ,85254,06
AZ,85255,06
AZ,85256,06
AZ,85256,09
AZ,85257,06
AZ,85257,09
AZ,85258,06
AZ,85259,06
AZ,85260,06
AZ,85262,04
AZ,85262,06
AZ,85263,04
AZ,85263,06
AZ,85264,04
AZ,85264,06
AZ,85266,06
AZ,85268,06
AZ,85281,06
AZ,85281,07
AZ,85281,09
AZ,85282,07
AZ,85282,09
AZ,85283,07
AZ,85283,09
AZ,85284,09
AZ,85286,05
AZ,85295,05
AZ,85296,05
AZ,85297,05
AZ,85298,05
AZ,85301,06
AZ,85301,07
AZ,85301,08
AZ,85302,06
AZ,85302,08
AZ,85303,07
AZ,85303,08
AZ,85304,08
AZ,85305,03
AZ,85305,07
AZ,85305,08
AZ,85306,08
AZ,85307,03
AZ,85307,08
AZ,85308,06
AZ,85308,08
AZ,85309,08
AZ,85310,06
AZ,85310,08
AZ,85320,04
AZ,85321,03
AZ,85322,03
AZ,85323,03
AZ,85323,07
AZ,85323,08
AZ,85324,04
AZ,85325,04
AZ,85326,03
AZ,85326,04
AZ,85328,04
AZ,85331,04
AZ,85331,06
AZ,85331,08
AZ,85332,04
AZ,85333,03
AZ,85333,04
AZ,85334,04
AZ,85335,08
AZ,85336,03
AZ,85337,03
AZ,85338,03
AZ,85338,08
AZ,85339,01
AZ,85339,03
AZ,85339,07
AZ,85340,03
AZ,85340,04
AZ,85340,08
AZ,85341,03
AZ,85342,04
AZ,85342,08
AZ,85343,03
AZ,85344,04
AZ,85345,08
AZ,85346,04
AZ,85347,03
AZ,85347,04
AZ,85348,04
AZ,85349,03
AZ,85350,03
AZ,85351,08
AZ,85352,04
AZ,85353,03
AZ,85353,07
AZ,85354,03
AZ,85354,04
AZ,85355,04
AZ,85355,08
AZ,85356,04
AZ,85357,04
AZ,85360,04
AZ,85361,04
AZ,85361,08
AZ,85362,04
AZ,85363,08
AZ,85364,03
AZ,85364,04
AZ,85365,03
AZ,85365,04
AZ,85367,04
AZ,85371,04
AZ,85373,08
AZ,85374,08
AZ,85375,08
AZ,85377,06
AZ,85379,08
AZ,85381,08
AZ,85382,08
AZ,85383,04
AZ,85383,08
AZ,85387,04
AZ,85387,08
AZ,85388,04
AZ,85388,08
AZ,85390,04
AZ,85392,03
AZ,85392,08
AZ,85395,03
AZ,85395,08
AZ,85396,03
AZ,85396,04
AZ,85396,08
AZ,85501,01
AZ,85501,04
AZ,85530,01
AZ,85531,01
AZ,85533,01
AZ,85534,01
AZ,85535,01
AZ,85536,01
AZ,85539,01
AZ,85539,04
AZ,85540,01
AZ,85541,04
AZ,85542,01
AZ,85543,01
AZ,85544,04
AZ,85545,01
AZ,85545,04
AZ,85546,01
AZ,85550,01
AZ,85551,01
AZ,85552,01
AZ,85553,01
AZ,85553,04
AZ,85554,01
AZ,85554,04
AZ,85601,03
AZ,85602,02
AZ,85603,02
AZ,85605,02
AZ,85606,02
AZ,85607,02
AZ,85608,02
AZ,85609,02
AZ,85610,02
AZ,85611,02
AZ,85611,03
AZ,85613,02
AZ,85614,02
AZ,85615,02
AZ,85616,02
AZ,85617,02
AZ,85618,01
AZ,85619,01
AZ,85619,02
AZ,85620,02
AZ,85621,03
AZ,85622,02
AZ,85622,03
AZ,85623,01
AZ,85624,03
AZ,85625,02
AZ,85626,02
AZ,85627,02
AZ,85629,02
AZ,85629,03
AZ,85630,02
AZ,85631,01
AZ,85632,02
AZ,85633,03
AZ,85634,03
AZ,85635,02
AZ,85637,02
AZ,85637,03
AZ,85638,02
AZ,85640,03
AZ,85641,02
AZ,85643,01
AZ,85643,02
AZ,85645,02
AZ,85645,03
AZ,85646,03
AZ,85648,03
AZ,85650,02
AZ,85653,01
AZ,85653,03
AZ,85654,01
AZ,85658,01
AZ,85701,03
AZ,85704,01
AZ,85704,02
AZ,85705,02
AZ,85705,03
AZ,85706,02
AZ,85706,03
AZ,85707,02
AZ,85708,02
AZ,85710,02
AZ,85711,02
AZ,85712,02
AZ,85713,02
AZ,85713,03
AZ,85714,02
AZ,85714,03
AZ,85715,02
AZ,85716,02
AZ,85718,01
AZ,85718,02
AZ,85719,02
AZ,85719,03
AZ,85723,03
AZ,85724,03
AZ,85726,03
AZ,85730,02
AZ,85735,03
AZ,85736,03
AZ,85737,01
AZ,85737,02
AZ,85739,01
AZ,85741,01
AZ,85741,02
AZ,85742,01
AZ,85742,02
AZ,85743,01
AZ,85743,02
AZ,85743,03
AZ,85745,02
AZ,85745,03
AZ,85746,03
AZ,85747,02
AZ,85748,02
AZ,85749,02
AZ,85750,02
AZ,85755,01
AZ,85756,02
AZ,85756,03
AZ,85757,03
AZ,85901,01
AZ,85911,01
AZ,85912,01
AZ,85920,01
AZ,85922,01
AZ,85923,01
AZ,85924,01
AZ,85925,01
AZ,85926,01
AZ,85927,01
AZ,85928,01
AZ,85929,01
AZ,85930,01
AZ,85931,01
AZ,85932,01
AZ,85933,01
AZ,85934,01
AZ,85935,01
AZ,85936,01
AZ,85937,01
AZ,85938,01
AZ,85939,01
AZ,85940,01
AZ,85941,01
AZ,85942,01
AZ,86001,01
AZ,86003,01
AZ,86004,01
AZ,86011,01
AZ,86015,01
AZ,86016,01
AZ,86017,01
AZ,86018,01
AZ,86020,01
AZ,86021,04
AZ,86022,01
AZ,86022,04
AZ,86023,01
AZ,86024,01
AZ,86025,01
AZ,86028,01
AZ,86029,01
AZ,86030,01
AZ,86031,01
AZ,86032,01
AZ,86033,01
AZ,86034,01
AZ,86035,01
AZ,86036,01
AZ,86038,01
AZ,86039,01
AZ,86040,01
AZ,86042,01
AZ,86043,01
AZ,86044,01
AZ,86045,01
AZ,86046,01
AZ,86047,01
AZ,86052,01
AZ,86053,01
AZ,86054,01
AZ,86301,04
AZ,86303,04
AZ,86305,04
AZ,86313,04
AZ,86314,04
AZ,86315,04
AZ,86320,01
AZ,86320,04
AZ,86321,04
AZ,86322,01
AZ,86322,04
AZ,86323,04
AZ,86324,01
AZ,86324,04
AZ,86325,01
AZ,86325,04
AZ,86326,01
AZ,86326,04
AZ,86327,01
AZ,86327,04
AZ,86329,04
AZ,86331,04
AZ,86332,04
AZ,86333,04
AZ,86334,04
AZ,86335,01
AZ,86336,01
AZ,86336,04
AZ,86337,01
AZ,86337,04
AZ,86338,04
AZ,86343,04
AZ,86351,01
AZ,86401,04
AZ,86403,04
AZ,86404,04
AZ,86406,04
AZ,86409,04
AZ,86411,01
AZ,86411,04
AZ,86413,04
AZ,86426,04
AZ,86429,04
AZ,86431,04
AZ,86432,04
AZ,86433,04
AZ,86434,01
AZ,86434,04
AZ,86435,01
AZ,86436,04
AZ,86437,04
AZ,86438,04
AZ,86440,04
AZ,86441,04
AZ,86442,04
AZ,86443,04
AZ,86444,01
AZ,86444,04
AZ,86445,04
AZ,86502,01
AZ,86503,01
AZ,86504,01
AZ,86505,01
AZ,86506,01
AZ,86507,01
AZ,86508,01
AZ,86510,01
AZ,86511,01
AZ,86512,01
AZ,86514,01
AZ,86515,01
AZ,86520,01
AZ,86535,01
AZ,86538,01
AZ,86540,01
AZ,86544,01
AZ,86545,01
AZ,86547,01
AZ,86556,01
AZ,87328,01
AR,38769,01
AR,65729,03
AR,65733,03
AR,65761,03
AR,71601,04
AR,71602,04
AR,71603,01
AR,71603,04
AR,71630,01
AR,71631,04
AR,71635,04
AR,71638,01
AR,71638,04
AR,71639,01
AR,71640,01
AR,71642,04
AR,71643,01
AR,71644,01
AR,71644,04
AR,71646,04
AR,71647,04
AR,71651,04
AR,71652,04
AR,71653,01
AR,71654,01
AR,71655,01
AR,71655,04
AR,71658,04
AR,71659,04
AR,71660,04
AR,71661,01
AR,71661,04
AR,71662,01
AR,71663,01
AR,71663,04
AR,71665,04
AR,71666,01
AR,71667,01
AR,71667,04
AR,71670,01
AR,71670,04
AR,71671,04
AR,71674,01
AR,71675,04
AR,71676,01
AR,71676,04
AR,71677,04
AR,71701,04
AR,71711,04
AR,71720,04
AR,71722,04
AR,71724,04
AR,71725,04
AR,71726,04
AR,71730,04
AR,71740,04
AR,71742,04
AR,71743,04
AR,71744,04
AR,71745,04
AR,71747,04
AR,71749,04
AR,71751,04
AR,71752,04
AR,71753,04
AR,71758,04
AR,71759,04
AR,71762,04
AR,71763,04
AR,71764,04
AR,71765,04
AR,71766,04
AR,71770,04
AR,71772,04
AR,71801,04
AR,71820,04
AR,71822,04
AR,71823,04
AR,71825,04
AR,71826,04
AR,71827,04
AR,71832,04
AR,71833,04
AR,71834,04
AR,71835,04
AR,71836,04
AR,71837,04
AR,71838,04
AR,71839,04
AR,71841,04
AR,71842,04
AR,71845,04
AR,71846,04
AR,71847,04
AR,71851,04
AR,71852,04
AR,71853,04
AR,71854,04
AR,71855,04
AR,71857,04
AR,71858,04
AR,71859,04
AR,71860,04
AR,71861,04
AR,71862,04
AR,71865,04
AR,71866,04
AR,71901,04
AR,71909,02
AR,71909,04
AR,71913,04
AR,71921,04
AR,71922,04
AR,71923,04
AR,71929,04
AR,71933,04
AR,71935,04
AR,71937,04
AR,71940,04
AR,71941,04
AR,71943,04
AR,71944,04
AR,71945,04
AR,71949,04
AR,71950,04
AR,71952,04
AR,71953,04
AR,71956,04
AR,71957,04
AR,71958,04
AR,71959,04
AR,71960,04
AR,71961,04
AR,71962,04
AR,71964,04
AR,71965,04
AR,71968,04
AR,71969,04
AR,71970,04
AR,71971,04
AR,71972,04
AR,71973,04
AR,71998,04
AR,71999,04
AR,72001,02
AR,72002,02
AR,72003,01
AR,72004,01
AR,72004,04
AR,72005,01
AR,72006,01
AR,72007,01
AR,72010,02
AR,72011,02
AR,72012,02
AR,72013,02
AR,72014,01
AR,72015,02
AR,72015,04
AR,72016,02
AR,72017,01
AR,72019,02
AR,72020,01
AR,72020,02
AR,72021,01
AR,72022,02
AR,72023,01
AR,72023,02
AR,72024,01
AR,72025,02
AR,72025,04
AR,72026,01
AR,72027,02
AR,72029,01
AR,72030,02
AR,72031,01
AR,72031,02
AR,72032,02
AR,72034,02
AR,72035,02
AR,72036,01
AR,72037,01
AR,72038,01
AR,72039,02
AR,72040,01
AR,72041,01
AR,72042,01
AR,72044,01
AR,72045,02
AR,72046,01
AR,72046,02
AR,72046,04
AR,72047,02
AR,72048,01
AR,72051,01
AR,72055,01
AR,72057,04
AR,72058,02
AR,72059,01
AR,72060,01
AR,72060,02
AR,72061,02
AR,72063,02
AR,72063,03
AR,72064,01
AR,72065,02
AR,72065,04
AR,72067,01
AR,72067,02
AR,72068,02
AR,72069,01
AR,72070,02
AR,72072,01
AR,72073,01
AR,72074,01
AR,72076,01
AR,72076,02
AR,72079,04
AR,72080,02
AR,72080,03
AR,72081,02
AR,72082,02
AR,72083,01
AR,72084,04
AR,72085,02
AR,72086,01
AR,72087,02
AR,72087,04
AR,72088,01
AR,72088,02
AR,72099,02
AR,72101,01
AR,72102,02
AR,72103,02
AR,72104,02
AR,72104,04
AR,72106,02
AR,72107,02
AR,72108,01
AR,72110,02
AR,72111,02
AR,72112,01
AR,72113,02
AR,72114,02
AR,72116,02
AR,72117,02
AR,72118,02
AR,72119,02
AR,72120,02
AR,72121,01
AR,72121,02
AR,72122,02
AR,72123,01
AR,72125,02
AR,72126,02
AR,72127,02
AR,72128,04
AR,72129,04
AR,72130,01
AR,72131,01
AR,72131,02
AR,72132,04
AR,72134,01
AR,72135,02
AR,72136,02
AR,72137,01
AR,72137,02
AR,72139,02
AR,72140,01
AR,72141,02
AR,72142,01
AR,72142,02
AR,72143,01
AR,72143,02
AR,72149,02
AR,72150,04
AR,72152,01
AR,72152,04
AR,72153,01
AR,72153,02
AR,72156,02
AR,72157,02
AR,72160,01
AR,72165,01
AR,72166,01
AR,72167,02
AR,72167,04
AR,72168,01
AR,72168,04
AR,72169,01
AR,72170,01
AR,72173,02
AR,72175,01
AR,72175,04
AR,72176,01
AR,72179,01
AR,72181,02
AR,72201,02
AR,72202,02
AR,72204,02
AR,72205,02
AR,72206,02
AR,72207,02
AR,72209,02
AR,72210,02
AR,72211,02
AR,72212,02
AR,72223,02
AR,72227,02
AR,72301,01
AR,72311,01
AR,72315,01
AR,72320,01
AR,72321,01
AR,72322,01
AR,72324,01
AR,72325,01
AR,72326,01
AR,72327,01
AR,72328,01
AR,72329,01
AR,72330,01
AR,72331,01
AR,72332,01
AR,72333,01
AR,72335,01
AR,72338,01
AR,72339,01
AR,72340,01
AR,72341,01
AR,72342,01
AR,72346,01
AR,72347,01
AR,72348,01
AR,72350,01
AR,72351,01
AR,72353,01
AR,72354,01
AR,72355,01
AR,72358,01
AR,72359,01
AR,72360,01
AR,72364,01
AR,72365,01
AR,72366,01
AR,72367,01
AR,72368,01
AR,72370,01
AR,72372,01
AR,72373,01
AR,72374,01
AR,72376,01
AR,72377,01
